Adj Close,lastTradeDate,Expiration_date,strike,lastPrice,days_to_expiration,BS,Freitas,Bachelier
52.70000076293945,2024-11-19 15:28:56,2025-02-21,36.0,17.7,93.0,18.20420663104605,19.45451528385874,16.436115061405506
52.70000076293945,2024-11-19 15:38:41,2025-01-17,39.0,14.75,58.0,14.874107898376224,15.744534403796331,13.564586676237653
52.70000076293945,2024-11-19 18:49:06,2024-12-20,37.0,17.0,30.0,16.007315274851926,16.494677698938048,15.619541472700275
52.70000076293945,2024-11-19 19:02:40,2026-01-16,49.0,20.5,422.0,17.996296103311508,21.731089399278254,3.442021332406468
52.70000076293945,2024-11-19 19:35:35,2025-02-21,41.0,15.39,93.0,14.363544742774085,15.623468128594089,11.515122752866084
52.70000076293945,2024-11-19 19:57:25,2025-02-21,38.0,18.0,93.0,16.603298888736518,17.86678611248206,14.467718137989737
52.70000076293945,2024-11-19 20:08:15,2025-02-21,39.0,17.1,93.0,15.834470186181612,17.099803219229965,13.483519676281853
53.720001220703125,2024-11-20 14:30:02,2027-01-15,59.0,24.9,785.0,21.412860818869973,26.915446527509484,1.317374677111664e-08
53.720001220703125,2024-11-20 14:37:05,2025-01-17,38.0,16.2,57.0,16.631362383283765,17.495422453937113,15.567286880543879
53.720001220703125,2024-11-20 16:02:21,2027-01-15,63.0,24.1,785.0,20.33018094666982,25.861959263515992,1.7173272124211694e-21
53.720001220703125,2024-11-20 16:19:23,2026-01-16,36.0,27.5,421.0,24.99973673986717,28.584622046045475,16.487312385764124
53.720001220703125,2024-11-20 16:36:36,2026-01-16,67.0,15.1,421.0,12.737086228572352,16.254977389299334,6.0565750458457686e-74
53.720001220703125,2024-11-20 19:26:18,2025-02-21,43.0,13.5,92.0,13.765611393922757,15.02588340932095,10.552415823442894
53.720001220703125,2024-11-20 19:27:38,2025-05-16,39.0,19.7,176.0,18.738373089952717,20.806154131161183,14.28292012455415
53.720001220703125,2024-11-20 20:33:58,2025-05-16,33.0,26.3,176.0,23.079865321229867,25.05461498952621,20.10476208383297
53.720001220703125,2024-11-20 20:40:13,2027-01-15,62.0,23.32,785.0,20.59339840354223,26.119718775185014,1.1909350319957794e-17
53.720001220703125,2024-11-20 20:56:44,2025-05-16,46.0,15.5,176.0,14.501625943448573,16.534823709532514,7.4907711720621935
55.900001525878906,2024-11-21 14:30:10,2027-01-15,69.0,23.0,784.0,20.26759591539774,25.89157760789044,4.565679295110016e-40
55.900001525878906,2024-11-21 14:33:03,2025-01-17,43.0,14.02,56.0,14.380776948393155,15.269127963576913,12.776870553967669
55.900001525878906,2024-11-21 14:34:42,2024-12-20,36.0,19.4,28.0,20.100334620438858,20.54693892462925,19.80480069731779
55.900001525878906,2024-11-21 14:36:02,2024-12-20,43.0,12.9,28.0,13.444865638137394,13.945860759452971,12.83828842338963
55.900001525878906,2024-11-21 14:38:57,2024-12-20,44.0,13.1,28.0,12.555629348194785,13.057343856737482,11.843072384257036
55.900001525878906,2024-11-21 14:42:49,2025-01-17,31.0,25.0,56.0,25.2465642580574,25.9836794480331,24.662330128528907
55.900001525878906,2024-11-21 14:44:01,2025-02-21,44.0,14.74,91.0,14.808916125311494,16.104965485778276,11.715975599255886
55.900001525878906,2024-11-21 14:44:14,2027-01-15,38.0,33.29,784.0,30.531565007067126,35.33076694990153,15.650900578802476
55.900001525878906,2024-11-21 14:46:48,2026-01-16,37.0,27.43,420.0,26.260469250866617,29.88399950905358,17.58823817745246
55.900001525878906,2024-11-21 14:49:46,2026-01-16,32.0,30.0,420.0,29.280806731952023,32.667133909873726,22.241210864615923
55.900001525878906,2024-11-21 14:50:48,2027-01-15,39.0,32.93,784.0,30.094788156637758,34.95542585541193,14.776548665693687
55.900001525878906,2024-11-21 15:10:43,2025-05-16,37.0,22.4,175.0,21.988693872943546,24.064024943605382,18.341944729993845
55.900001525878906,2024-11-21 15:39:22,2027-01-15,68.0,22.7,784.0,20.51544477489346,26.136340998211722,1.286240105309748e-34
55.900001525878906,2024-11-21 15:41:57,2024-12-20,42.0,13.25,28.0,14.354735234956742,14.85289109260146,13.833504462522225
55.900001525878906,2024-11-21 15:45:17,2027-01-15,32.0,35.29,784.0,33.35200719728492,37.70440695631937,20.897012057455214
55.900001525878906,2024-11-21 16:33:52,2027-01-15,47.0,30.3,784.0,26.901538267278116,32.14471162299164,7.781733360823369
55.900001525878906,2024-11-21 16:42:59,2027-01-15,34.0,34.97,784.0,32.37213613082382,36.88942380294337,19.148308231237635
55.900001525878906,2024-11-21 16:50:42,2026-01-16,64.0,16.9,420.0,14.848471588720184,18.567878330483413,1.5463327725664035e-29
55.900001525878906,2024-11-21 17:29:05,2025-02-21,30.0,26.95,91.0,26.534372281934033,27.636299672366114,25.499474536872032
55.900001525878906,2024-11-21 17:31:16,2026-01-16,43.0,25.61,420.0,23.063526656760736,26.85142854561107,12.004670952856307
55.900001525878906,2024-11-21 17:45:27,2024-12-20,38.0,18.2,28.0,18.146431519524263,18.61542558520879,17.8143686190526
55.900001525878906,2024-11-21 18:16:08,2027-01-15,67.0,24.6,784.0,20.767629857988986,26.38443130351351,1.3727531542447393e-29
55.900001525878906,2024-11-21 18:23:28,2025-01-17,35.0,21.9,56.0,21.414025255525452,22.235472484381283,20.700510270341827
55.900001525878906,2024-11-21 18:45:54,2027-01-15,70.0,23.4,784.0,20.02398515474854,25.650082902352484,6.1285515970464904e-46
55.900001525878906,2024-11-21 19:10:20,2025-05-16,32.0,27.2,175.0,25.863441387331058,27.804557113112352,23.194310668927518
55.900001525878906,2024-11-21 19:11:51,2025-05-16,31.0,27.7,175.0,26.686569915958852,28.58962052748299,24.16478385671425
55.900001525878906,2024-11-21 19:20:04,2025-01-17,44.0,14.0,56.0,13.591273913613549,14.476381095682672,11.7864155894209
55.900001525878906,2024-11-21 19:43:42,2027-01-15,48.0,30.24,784.0,26.536903716476004,31.816036373571926,6.907381447714579
55.900001525878906,2024-11-21 19:54:00,2027-01-15,49.0,29.7,784.0,26.17930444692257,31.49210873043444,6.0330295346062695
55.900001525878906,2024-11-21 20:01:23,2027-01-15,54.0,27.87,784.0,24.490855596266332,29.940809644627567,1.6714201680988237
55.900001525878906,2024-11-21 20:28:06,2027-01-15,41.0,32.27,784.0,29.247616354766198,34.221288607549276,13.027844839476106
55.900001525878906,2024-11-21 20:47:58,2027-01-15,42.0,31.39,784.0,28.836772539870573,33.862309062471994,12.153492926367317
55.900001525878906,2024-11-21 20:48:20,2027-01-15,31.0,37.5,784.0,33.85775737594353,38.121125945926835,21.771363970564003
55.900001525878906,2024-11-21 20:48:20,2027-01-15,43.0,31.2,784.0,28.434134343980443,33.508602287717885,11.279141013258528
55.900001525878906,2024-11-21 20:49:44,2025-02-21,68.0,4.5,91.0,3.9665401536013576,4.697758062578517,4.3170730568920833e-274
55.900001525878906,2024-11-21 20:55:54,2026-01-16,68.0,16.48,420.0,13.695053387559728,17.336794024727414,4.299997773287355e-62
55.900001525878906,2024-11-21 20:58:07,2025-02-21,67.0,4.5,91.0,4.212446289030083,4.971597048049431,2.50521954541302e-231
56.4900016784668,2024-11-22 14:30:24,2025-01-17,42.0,15.2,55.0,15.691083677681398,16.574206178514665,14.354152262688766
56.4900016784668,2024-11-22 14:44:37,2025-05-16,49.0,15.55,174.0,14.85165166916531,16.936639869967852,7.270090816274304
56.4900016784668,2024-11-22 14:50:37,2025-02-21,46.0,13.3,90.0,13.873107724335867,15.156599732055993,10.329549445752656
56.4900016784668,2024-11-22 14:53:43,2027-01-15,75.0,22.26,783.0,19.225720596601207,24.870958045080858,5.560324750922265e-77
56.4900016784668,2024-11-22 14:56:32,2027-01-15,46.0,30.15,783.0,27.731267300987035,32.922818079865294,9.17352401190142
56.4900016784668,2024-11-22 15:24:58,2026-01-16,62.0,18.52,419.0,15.816914622350236,19.59844542248843,3.4306834082946852e-15
56.4900016784668,2024-11-22 15:30:03,2025-02-21,49.0,11.86,90.0,11.95700155490226,13.200209172107357,7.3754366355641245
56.4900016784668,2024-11-22 15:38:02,2026-01-16,42.0,26.4,419.0,24.023707853737303,27.79617644010628,13.486626008531173
56.4900016784668,2024-11-22 15:56:11,2026-01-16,47.0,25.2,419.0,21.598301276522438,25.44897897598021,8.83285635832703
56.4900016784668,2024-11-22 16:26:05,2026-01-16,69.0,16.7,419.0,13.73952317230492,17.39340992753375,2.7025897684438337e-66
56.4900016784668,2024-11-22 16:35:26,2027-01-15,36.0,34.5,783.0,31.928974684942933,36.56385930189266,17.918540736476636
56.4900016784668,2024-11-22 16:44:42,2027-01-15,85.0,20.6,783.0,17.150398739093056,22.744498909985868,6.612871994967551e-178
56.4900016784668,2024-11-22 16:49:43,2025-01-17,41.0,16.67,55.0,16.5376136032395,17.41737035268678,15.3447768727618
56.4900016784668,2024-11-22 17:24:30,2025-05-16,43.0,19.17,174.0,18.357185730174486,20.48712529172876,13.093927281231538
56.4900016784668,2024-11-22 17:24:30,2025-05-16,47.0,16.72,174.0,15.951919774187374,18.06129642261444,9.211369637926715
56.4900016784668,2024-11-22 17:31:54,2025-05-16,68.0,8.4,174.0,7.340628347074535,8.937048294202214,1.0128946829789848e-131
56.4900016784668,2024-11-22 17:34:18,2025-01-17,66.0,2.95,55.0,2.9658929861444108,3.4046735615027917,3.8091575569313295e-280
56.4900016784668,2024-11-22 17:34:19,2025-05-16,36.0,24.0,174.0,23.237555476256784,25.29037836317154,19.888403157014977
56.4900016784668,2024-11-22 17:37:41,2025-02-21,48.0,12.6,90.0,12.573204782999778,13.83200930997729,8.360140905626968
56.4900016784668,2024-11-22 17:38:18,2027-01-15,51.0,29.4,783.0,25.92381288648527,31.291857073162625,4.801015653490502
56.4900016784668,2024-11-22 17:43:48,2025-02-21,66.0,4.8,90.0,4.664069656855652,5.468401613921342,9.429108396967737e-173
56.4900016784668,2024-11-22 17:50:10,2025-05-16,34.0,26.6,174.0,24.785751267349283,26.785651303853555,21.82968197866739
56.4900016784668,2024-11-22 17:56:43,2027-01-15,58.0,27.0,783.0,23.664422098505213,29.195301881954013,0.02591497549324566
56.4900016784668,2024-11-22 17:57:20,2024-12-20,46.0,11.21,27.0,11.324910299765229,11.813137021755058,10.441606057166984
56.4900016784668,2024-11-22 18:08:27,2027-01-15,44.0,31.17,783.0,28.504947357565502,33.60897112963873,10.922527356816463
56.4900016784668,2024-11-22 18:23:11,2024-12-20,48.0,9.52,27.0,9.693998373427505,10.170580850582235,8.450833056891714
56.4900016784668,2024-11-22 18:28:13,2027-01-15,65.0,24.99,783.0,21.67613820584757,27.293658874205747,1.5430768516078365e-18
56.4900016784668,2024-11-22 18:31:04,2026-01-16,51.0,21.92,419.0,19.852285617742215,23.722247450585275,5.10984063816372
56.4900016784668,2024-11-22 18:31:35,2025-05-16,51.0,14.4,174.0,13.817384427418002,15.870078781548418,5.328811994621892
56.4900016784668,2024-11-22 18:32:05,2025-05-16,35.0,24.45,174.0,24.00342442197133,26.031614178533843,20.859042567841186
56.4900016784668,2024-11-22 18:37:09,2025-02-21,62.0,5.97,90.0,5.893386219924537,6.8132803140402345,1.671789650696658e-60
56.4900016784668,2024-11-22 18:42:02,2026-01-16,48.0,23.21,419.0,21.146307358909436,25.005061562608365,7.902102428286201
56.4900016784668,2024-11-22 18:43:35,2025-02-21,47.0,13.1,90.0,13.211925545045425,14.484208910727371,9.344845175689812
56.4900016784668,2024-11-22 18:48:05,2024-12-20,49.0,8.6,27.0,8.925441265727471,9.392858620304533,7.455446556754079
56.4900016784668,2024-11-22 18:48:11,2025-05-16,44.0,18.4,174.0,17.72987548589359,19.858553784667695,12.123287870405333
56.4900016784668,2024-11-22 18:49:12,2025-01-17,85.0,1.0,55.0,0.5429561710880018,0.6661821496616415,0.0
56.4900016784668,2024-11-22 18:52:08,2026-01-16,52.0,21.55,419.0,19.440831313666987,23.310545164631602,4.179086708183019
56.4900016784668,2024-11-22 19:06:34,2026-01-16,65.0,17.66,419.0,14.885127417668869,18.616928837516017,2.301428370238491e-32
56.4900016784668,2024-11-22 19:08:24,2025-05-16,48.0,16.07,174.0,15.393414429851322,17.49165480949679,8.24073022710051
56.4900016784668,2024-11-22 19:12:18,2026-01-16,61.0,18.8,419.0,16.14228159523856,19.93842230971913,5.053383757857775e-11
